sep=	
P0	source_photonEnergy	M1_outgoingMaxF_X	M1_outgoingMinF_X	M1_outgoingMaxF_Z	M1_outgoingMinF_Z	M1_intensityH_width_X	M1_intensityH_centerWidth_X	M1_intensityH_centerMass_X	M1_intensityH_width_Z	M1_intensityH_centerWidth_Z	M1_intensityH_centerMass_Z	M1_energyH_width	M1_energyH_centerWidth	M1_energyH_centerMass	M1_pathlengthH_width	M1_pathlengthH_centerWidth	M1_pathlengthH_centerMass	M1_phi_width	M1_phi_centerWidth	M1_phi_centerMass	M1_psi_width	M1_psi_centerWidth	M1_psi_centerMass	M1_incoming_NO	M1_absorbed_NO	M1_outgoing_NO	M1_incoming_R	M1_absorbed_R	M1_outgoing_R	M1_efficiency	M1_S1S0	M1_S2S0	M1_S3S0	M1_focus_horizontal_z0	M1_focus_horizontal_width	M1_focus_horizontal_theta	M1_focus_horizontal_depth	M1_focus_vertical_z0	M1_focus_vertical_width	M1_focus_vertical_theta	M1_focus_vertical_depth
37	47	0.0446825187354669	-0.045529131378355	0.0660345425513929	-0.0644254017755337	0.0233651594204572	-0.00018915928895092	0.000311987404984386	0.0330302341467761	0.000135608457124008	0.000605712746677992	0	47	47	0.996195452025026	0.000334420862404983	-2.74665824768761e-05	0.0187818848408613	6.25640866788162e-05	-3.92598331089983e-05	0.0133656725602515	-45.0001716052373	-44.9999628427166	1000000	934069	65931	100	93.4069	6.5931	6.5931	0.790	-0.602	0.114	-15.3549	0.00997299	9.99031e-05	199.653	-15.5614	0.00997507	0.000100181	199.14
38	48	0.0460704871565313	-0.0457651823231278	0.0632603773611367	-0.064668960566495	0.0236204126929369	-9.24689880208353e-05	-0.000377483563771895	0.0335623109100579	0.000553506131648559	-0.000567062618806555	0	48	48	0.997546835584039	-0.000212428901974759	-0.000719130511217081	0.0190831837279582	-0.000134990671958246	0.000260910150423517	0.0135231033378242	-45.0000927363854	-45.0001089155316	1000000	938762	61238	100	93.8762	6.1238	6.1238	0.801	-0.585	0.129	-14.5881	0.0100348	9.97912e-05	201.116	-14.9397	0.00999555	0.000100244	199.424
39	49	0.0440995338859411	-0.044948607812606	0.0632947200354988	-0.065289872567277	0.0235638595319661	-1.9402056731465e-05	-0.000281072656205229	0.0333734091340377	0.000418754175030251	8.12470393032477e-05	0	49	49	0.996278121116183	4.70034752735882e-05	0.00164290421706426	0.0184195162239031	2.2313096359125e-06	0.000201562581773746	0.0136436238395258	-44.9999151055799	-45.0001432255351	1000000	942858	57142	100	94.2858	5.7142	5.7142	0.812	-0.566	0.141	-15.0954	0.00999349	9.96869e-05	200.498	-15.3064	0.00997654	0.000100444	198.65
40	50	0.0474407628000278	-0.0457277364001645	0.0641489195965983	-0.0644063723478041	0.0235587500503853	-0.00014262746861942	-0.000327423903266864	0.0321106476654057	0.000105741013624566	-0.000483588216202743	0	50	50	0.995210402391263	9.56249240571805e-05	0.00226146069547184	0.018635049747811	-0.000209528275359017	0.00028625629406534	0.0132481003705591	-45.0000638412892	-44.9999398844193	1000000	947402	52598	100	94.7402	5.2598	5.2598	0.825	-0.546	0.149	-14.2841	0.0100045	0.000100156	199.779	-15.2638	0.0100086	9.995e-05	200.272
41	51	0.0457706831993414	-0.0445369905580646	0.064994901571207	-0.065382782118224	0.0229306715349981	-1.57260364780452e-05	-0.000104937377590243	0.033091805766787	0.000177472464225434	-0.000126356540154714	0	51	51	0.995871087290884	9.49460515882738e-05	0.0029661875126985	0.0192746690043856	0.000312290611618412	0.000191730193173548	0.0130796512649266	-45.0000710905044	-45.0002351600261	1000000	951477	48523	100	95.1477	4.8523	4.8523	0.836	-0.528	0.151	-15.3823	0.00998566	0.000100566	198.589	-16.0066	0.00996369	9.96922e-05	199.889
42	52	0.0442624342572091	-0.0454722525580785	0.0612209792641139	-0.0660505352739822	0.0228981324064733	-0.000210578529825376	-8.57232712390826e-05	0.0337992944528418	0.000346980786108581	9.90154634518126e-05	0	52	52	0.99909866501686	0.000302046610533846	0.00157337256452039	0.0187731515016082	-7.12325164235611e-05	-0.000154597355265053	0.0134950428030604	-44.9999840928251	-44.9998299052182	1000000	953852	46148	100	95.3852	4.6148	4.6148	0.844	-0.514	0.153	-14.7002	0.00998552	9.99834e-05	199.744	-15.151	0.00998998	0.00010011	199.581
43	53	0.0455270856465546	-0.0454802189270099	0.0633568798772533	-0.0633355932224244	0.0234407057174499	-0.000317353614704674	0.000316375998022297	0.0334496354385232	-0.000358195706302654	0.00052663709058693	0	53	53	0.995440275191007	6.43758506083114e-05	0.00177445022942635	0.0188916859371718	0.000207354021289885	0.000287638246318708	0.0132126686330175	-44.9999981954573	-44.999778535533	1000000	956917	43083	100	95.6917	4.3083	4.3083	0.852	-0.501	0.155	-15.2799	0.00996045	9.95375e-05	200.135	-15.7858	0.00999434	9.95038e-05	200.884
44	54	0.0456179102571706	-0.0462063271095857	0.0637917094597295	-0.0671409634445936	0.0234822467024385	0.000246673934688409	-0.000209604476510541	0.0334656872054263	-0.000205843861726424	0.000190794036814171	0	54	54	0.995747159618932	0.000935417248963955	-0.00268712794624459	0.0189066486650608	0.000118065414246199	0.000296714608305153	0.0133965186555246	-44.9997661007213	-44.9999539753072	1000000	959477	40523	100	95.9477	4.0523	4.0523	0.859	-0.488	0.156	-14.3154	0.00997348	9.97088e-05	200.052	-15.2894	0.0100158	0.000100602	199.118
45	55	0.0436909354038384	-0.0454919679053884	0.0645047029658749	-0.0644657239407795	0.0231161618521756	0.000409864736099495	-0.000360444220805417	0.0339147667989489	0.000148073250435886	-4.61761428516214e-05	0	55	55	0.997179083607825	0.000654671408202523	-0.00208935292649404	0.0176625072761767	0.000285696239984727	-9.24762560914269e-05	0.0131470257333139	-44.9999313267644	-45.000105947027	1000000	961371	38629	100	96.1371	3.8629	3.8629	0.865	-0.477	0.155	-15.7842	0.0100432	9.95896e-05	201.692	-15.5051	0.00997374	0.000100197	199.083
46	56	0.0471025561780738	-0.0452182295566403	0.0683531652529036	-0.0644301335577442	0.023031328080033	9.70379707722173e-05	0.000119625265688768	0.033543487275783	2.70600228106481e-05	-0.000506466310237236	0	56	56	0.995153930973102	-0.000920985461910828	0.00474959282102028	0.0177611040127097	-0.000188833853196848	-0.000100998949525054	0.0135577364515832	-44.9998727204448	-44.9998104485281	1000000	962741	37259	100	96.2741	3.7259	3.7259	0.869	-0.470	0.154	-14.7416	0.00999262	9.96231e-05	200.609	-15.518	0.0100306	9.99022e-05	200.808
47	57	0.0451037383869865	-0.0453464287223203	0.0625266966081218	-0.0643053313420392	0.0225792629108221	2.26854414045845e-05	-8.8836126810557e-05	0.0322392514025295	-0.00018692871178716	-0.000135904423027695	0	57	57	0.994892790244646	0.00040715139338815	0.000497606447298793	0.0183604801135046	-0.000458008029972447	-0.000232115242570143	0.0128302997269694	-44.9997482672134	-44.999949894005	1000000	963629	36371	100	96.3629	3.6371	3.6371	0.872	-0.464	0.155	-15.2549	0.0100439	0.000100055	200.768	-15.4191	0.00995561	0.000100234	198.647
48	58	0.0445242327739706	-0.0449121216936574	0.0669901182737103	-0.0632756607534954	0.0238381853862273	9.75140975517184e-05	0.00033724758103082	0.033141681875919	-8.27160477153421e-05	7.6427682781266e-05	0	58	58	0.997079402981508	-0.0001247910397702	-0.0050073095063603	0.0188093194662976	1.22876448939713e-05	-8.69539720429469e-05	0.0127986224546736	-45.000111692984	-45.0001247468444	1000000	964132	35868	100	96.4132	3.5868	3.5868	0.874	-0.459	0.157	-15.531	0.0100429	9.98639e-05	201.133	-14.4971	0.0100156	0.000100091	200.13
49	59	0.0452002836589873	-0.0461203203430981	0.068589143679126	-0.065397028717074	0.0233018846192335	-6.33439343962136e-07	-0.000373561948023217	0.033476953093922	0.000113307897963415	0.000423412405494719	0	59	59	0.995170154306333	0.000516913171128008	-0.000419224090872916	0.0188519575556694	-0.000231692871809696	0.00014195932797096	0.0131035963936695	-44.9999740586008	-44.9998257781722	1000000	964376	35624	100	96.4376	3.5624	3.5624	0.875	-0.456	0.163	-15.6401	0.00997959	9.96568e-05	200.279	-15.4876	0.00995604	9.96105e-05	199.899
50	60	0.0461199028659317	-0.0448963034572573	0.0650619732027599	-0.0629351695818681	0.0220576717568498	-0.000377442445662048	9.24161167307341e-06	0.0332722319461016	-0.000362258395192289	-0.000215621629861301	0	60	60	0.996444993036142	-0.000425031274125076	-0.00148193355729465	0.0186331492880176	1.75646885235206e-05	-0.00036462931989055	0.0125877598163628	-45.0001544680207	-44.9998293428357	1000000	964784	35216	100	96.4784	3.5216	3.5216	0.876	-0.450	0.170	-14.3319	0.0099894	0.000100183	199.423	-14.1909	0.00995466	9.98255e-05	199.441
51	61	0.0462152431051086	-0.0461048306245766	0.0645451258839681	-0.0647965044750247	0.0243459195972109	-3.91093992205983e-05	0.000227373286421702	0.0320197134742165	-7.26052881604572e-05	0.000454982945861021	0	61	61	0.996692283053854	-5.61098521317249e-05	-0.00174041785371504	0.0182511619507317	0.00011435977004773	-0.000140627093787267	0.0130276907972988	-45.0002231403957	-45.0002103673419	1000000	965332	34668	100	96.5332	3.4668	3.4668	0.878	-0.444	0.177	-14.6168	0.0099795	9.979e-05	200.01	-14.9065	0.0100168	0.000100232	199.873
52	62	0.045744029088531	-0.047115012120898	0.0655379527809334	-0.065902754453921	0.0234182460586098	-8.0506361883257e-05	0.000347880695503795	0.0334810769140049	-9.04315098216799e-05	-0.000232417030909621	0	62	62	0.999794362776178	-0.000534367197722097	-0.0003897383078586	0.0183691140208741	0.000147022153514304	-0.000260412951147405	0.0131942303173316	-45.0001519437577	-45.0001651903282	1000000	965762	34238	100	96.5762	3.4238	3.4238	0.879	-0.439	0.185	-14.6272	0.0100059	9.98207e-05	200.477	-15.1556	0.0100256	0.000100272	199.967
53	63	0.0440831028437027	-0.0457106068840409	0.065685982535086	-0.0630498581109098	0.0231616565072342	-0.00014318542523893	0.00017027523254582	0.0327588832173823	-0.00073786093009251	0.000150906036238338	0	63	63	0.994056185117171	0.000108076765848508	0.00156308937238858	0.01830861633995	-7.81639664549152e-05	-0.000217600024279403	0.0133404776698126	-44.9999161110886	-45.0002151880252	1000000	966085	33915	100	96.6085	3.3915	3.3915	0.879	-0.433	0.198	-15.9343	0.0100277	0.000100179	200.197	-15.4608	0.00995315	9.96637e-05	199.735
54	64	0.0458126035829803	-0.0482029153836722	0.0658631353218569	-0.0643740455103377	0.0237725164899039	0.000284222822438533	-4.55281869038426e-05	0.0331156155280635	0.000369335204429118	2.2641184981971e-05	0	64	64	0.997593972709132	-7.12890362276064e-05	-0.00152273707606287	0.0187422256605541	3.04306360415056e-05	0.00028148334216193	0.0128349858460472	-44.9998373622395	-44.9998571002739	1000000	966135	33865	100	96.6135	3.3865	3.3865	0.881	-0.422	0.211	-14.9321	0.00996321	0.000100545	198.185	-14.0841	0.0100286	0.000100586	199.403
55	65	0.045354353519774	-0.0459182606508735	0.0673584632323609	-0.06260398066585	0.0234911278262284	6.14244246263818e-05	-6.69531151196862e-05	0.0329508126410634	-0.000109918280778432	0.000199652559430677	0	65	65	0.996061684716763	-0.000202514972519552	-0.000431773204366159	0.0182939274284484	2.01116609597519e-06	0.000328726668304684	0.0134900741731799	-45.000241574589	-45.0001603779052	1000000	967348	32652	100	96.7348	3.2652	3.2652	0.885	-0.409	0.223	-15.5534	0.010046	0.000100283	200.353	-14.5941	0.00998146	9.98423e-05	199.945
56	66	0.0453476073991049	-0.0455953441143339	0.0643833245804423	-0.0641294551830551	0.0240000091030501	6.44526626939097e-06	-2.67118509345299e-05	0.0326238435721335	-0.000210264321445872	0.000188495970793637	0	66	66	0.996502509118084	0.000118104533140817	-0.00474142222110807	0.0187200676445046	-0.000128315034453564	0.000334085976160567	0.0128031552988688	-44.9997461975901	-45.0001065178471	1000000	968904	31096	100	96.8904	3.1096	3.1096	0.889	-0.394	0.232	-15.3298	0.0100739	0.000100272	200.932	-15.1005	0.00998362	0.000100569	198.542
57	67	0.0462668577521791	-0.0440825169092504	0.0657300346285132	-0.0655069904499719	0.0228018357109693	0.000145120119525608	0.000133420870828342	0.0334905332628676	-0.00015786672366128	9.70477877683742e-05	0	67	67	0.994652478936315	-0.00011869710951673	-0.00296272438939571	0.0182676502482654	-1.38186749408051e-05	1.97715774787263e-05	0.0127887304919435	-45.0002377313673	-45.0002438679942	1000000	970466	29534	100	97.0466	2.9534	2.9534	0.894	-0.378	0.240	-14.8049	0.00999358	9.99327e-05	200.006	-14.898	0.00996472	9.99517e-05	199.391
58	68	0.0447801369604299	-0.0450045660815614	0.0626433567014146	-0.0665073731392205	0.0242385601486394	-0.000439091682313908	0.000127267204494116	0.0332159154788256	-6.62339663804537e-05	-0.000182145558018675	0	68	68	0.997153971541263	0.000436979487388189	0.00133752446225976	0.0186297613746497	0.000175984354921511	-0.000189832646182816	0.0138000125536615	-44.9998639106016	-44.9999707795316	1000000	972026	27974	100	97.2026	2.7974	2.7974	0.899	-0.362	0.246	-15.5364	0.00991662	0.000100484	197.377	-14.9788	0.0100809	0.000100568	200.48
59	69	0.0469735483988358	-0.0450136018835802	0.0648445124074886	-0.0630129798210017	0.0238941581854368	-0.000197746533091127	-0.000393572004536505	0.0335956925587077	-0.000434488167830035	-0.000173462446103646	0	69	69	0.997502497393978	-0.00172034487934897	0.0100854462512046	0.018746475248399	0.000126880475942639	0.000288596396667416	0.0132816391557611	-44.9998206914425	-44.9999731532183	1000000	973598	26402	100	97.3598	2.6402	2.6402	0.905	-0.345	0.249	-16.2702	0.010007	0.00010011	199.92	-14.6303	0.00998552	9.92776e-05	201.164
60	70	0.0458884168131781	-0.0454279274896317	0.0632784462532823	-0.0654371634814748	0.022237556427447	-8.48259770560508e-05	0.000340136093641079	0.034985743005624	-4.43693880755984e-05	-3.00192063669713e-05	0	70	70	0.997052824770802	0.000685826670503764	0.00943177441773801	0.0195206023170301	-0.000155852644987456	-4.4954452353585e-05	0.0132004590685263	-45.0000156453809	-44.9999504514898	1000000	975638	24362	100	97.5638	2.4362	2.4362	0.911	-0.329	0.249	-14.3385	0.00997063	0.0001	199.412	-16.0156	0.00994263	0.000100528	197.809
61	71	0.0445909911244998	-0.0456447529482833	0.065817681569086	-0.064143548949815	0.0222897942252526	-0.000546848750318012	-0.000441432692874964	0.0328517612720474	-7.43761060243223e-06	-0.000239561900465916	0	71	71	0.996626197019695	0.00158507743573139	-0.00302075820899805	0.0178089607557715	0.000138314027285711	-0.000223601202797068	0.0128933106690946	-44.9999502089874	-44.9998111218569	1000000	977275	22725	100	97.7275	2.2725	2.2725	0.916	-0.315	0.248	-14.6158	0.00994522	9.98536e-05	199.196	-15.5321	0.00997595	9.9857e-05	199.805
62	72	0.0449118453921379	-0.0450714685737801	0.065585429898537	-0.0634676263230105	0.0241694252266938	0.00028530322533033	-0.000136881216772251	0.0322254256898366	-0.000122804758785237	-0.000196267312700144	0	72	72	0.994393118087332	0.000301805818500533	-0.000699917557704488	0.0187965800351815	-7.83657620267893e-05	-0.000292907819318511	0.0131448128423429	-44.9997290869609	-44.9999885430981	1000000	978339	21661	100	97.8339	2.1661	2.1661	0.920	-0.303	0.246	-13.6993	0.00998913	0.000100258	199.269	-14.8655	0.0099647	0.000100148	199
63	73	0.0447983417654178	-0.0446830313169543	0.0638262070171227	-0.0657232385409525	0.0243415151043093	-5.94390104814331e-05	-0.000473479155821029	0.0329953999658741	5.32377314646643e-05	-7.5422347077865e-05	0	73	73	0.995383452543945	0.000557448203393485	0.00287693954892898	0.0193984207163139	1.97907461578495e-06	0.000149329277946655	0.0130666953881823	-44.9999988971683	-45.0001710426462	1000000	979563	20437	100	97.9563	2.0437	2.0437	0.925	-0.292	0.245	-16.457	0.0100412	9.99976e-05	200.828	-16.0013	0.0099924	0.000100132	199.584
64	74	0.0447796209210659	-0.0457216298334199	0.065579592311995	-0.0642218325307056	0.0234849187087186	6.70463165080258e-06	0.000407977573663669	0.0327327910904558	0.000805560383676955	-0.000214600195548073	0	74	74	0.994353378519321	-0.000290008034749434	-0.0019320998512331	0.0183470538051704	-0.000674442245736356	-0.000258544005334177	0.0129606684064411	-44.999810774092	-45.0001649246669	1000000	980930	19070	100	98.093	1.907	1.907	0.928	-0.282	0.243	-14.8621	0.0100977	9.91059e-05	203.777	-14.25	0.0100066	9.98717e-05	200.389
65	75	0.04480158787796	-0.0447204388579588	0.0675805554579874	-0.0670639768393997	0.0247363627628043	0.000258148218829754	0.000312414884711558	0.0319031279614178	0.000616085937008098	-0.000193010251242978	0	75	75	0.991339387001485	0.00252699491960467	0.0094324139557006	0.019136403031192	-5.09876240445024e-05	-0.000267833295338402	0.0121796049165873	-44.9999070273871	-45.0001743997402	1000000	981960	18040	100	98.196	1.804	1.804	0.932	-0.272	0.240	-15.7559	0.00995925	9.9577e-05	200.031	-14.6096	0.00996175	0.000100987	197.288
66	76	0.0457481368207833	-0.0456787257625028	0.0649901782501283	-0.064054120368068	0.0240420318727164	0.000650725009190795	0.00028129736931598	0.0335368153024402	-0.000119435699667492	0.000259757829367505	0	76	76	0.99508795196659	-0.000693342131398822	-0.0104620633648858	0.0187821860787908	0.000369707791260353	0.000228776014948452	0.0134361374282177	-45.0000336948143	-45.0000787001467	1000000	982401	17599	100	98.2401	1.7599	1.7599	0.935	-0.263	0.239	-16.2989	0.00999065	9.97498e-05	200.314	-14.8938	0.0100087	0.000100171	199.832
67	77	0.0435831137612971	-0.0457271497859988	0.0642491301078582	-0.0660179544188377	0.0219003714577315	4.5049198604789e-05	0.000183659144539799	0.0308934832643557	-0.0014398776963268	-0.000106377137386156	0	77	77	0.99815572416141	-0.00142518635774674	0.00633651694089188	0.0185441970687342	2.4318607982023e-05	-0.000305122379455354	0.012750054529355	-44.9999633338945	-45.000000680216	1000000	983289	16711	100	98.3289	1.6711	1.6711	0.937	-0.255	0.238	-14.0312	0.010004	0.000100201	199.679	-14.6165	0.00992536	0.000100315	197.883
68	78	0.0448809933872289	-0.0446326562126355	0.0633783208460378	-0.0680743921748395	0.0226488418811577	-0.000191668731795986	-0.00024533897322053	0.0310493174576816	0.000264317895092455	-0.000462624887758084	0	78	78	0.993806410491962	0.000944445954059292	0.00291843960078264	0.0180669919848631	0.000179250662842946	-0.000319680638041237	0.012676898961314	-45.0001268711349	-44.9998616135332	1000000	984179	15821	100	98.4179	1.5821	1.5821	0.940	-0.247	0.237	-13.8912	0.0100517	9.93198e-05	202.411	-14.2699	0.0099482	9.90481e-05	200.876
69	79	0.0443801817405381	-0.0445432345576104	0.061026987237636	-0.0640398719737441	0.024154071778415	-7.28221171658067e-05	0.000197728277273164	0.0319162973017022	-7.92552762172646e-06	-0.000385674326647101	0	79	79	0.995306665449803	-0.000222454175146158	-0.0091444515137743	0.0180035874717698	-7.52590863736767e-05	-0.00022416955016355	0.0128634755684045	-44.9997351357898	-45.0000109010738	1000000	984692	15308	100	98.4692	1.5308	1.5308	0.942	-0.237	0.236	-14.8916	0.0100379	9.93699e-05	202.031	-16.7994	0.010026	9.96314e-05	201.262
70	80	0.0453055869155956	-0.0468494143503039	0.0653891271982606	-0.0633408133570459	0.0225903985496471	0.00014909487318629	6.23906219489809e-05	0.0310562069473597	0.000242172771910812	-0.000304659794676365	0	80	80	0.997183533750394	-0.00243226043598121	-0.00330053377965989	0.0177945498115563	-0.000437553379146641	0.000209001944843329	0.0130412878500843	-44.9999778167389	-44.9998633849381	1000000	985583	14417	100	98.5583	1.4417	1.4417	0.945	-0.228	0.234	-14.2794	0.0100511	0.000100233	200.556	-15.0154	0.00999268	9.90486e-05	201.773
71	81	0.045749463749099	-0.0457952554289535	0.0639547557147147	-0.0635837445956824	0.0232101142668082	-7.64738868422148e-06	-0.000413386027512418	0.0325657333255493	-0.000243961901975877	0.000177136827165011	0	81	81	0.997033781995962	0.00199196117744982	-0.00791276328747925	0.0188922571717574	0.000185785308375323	-9.14901500051329e-05	0.0130948934409306	-44.9999926015401	-44.9999656371396	1000000	986456	13544	100	98.6456	1.3544	1.3544	0.948	-0.219	0.232	-15.0564	0.0100686	9.97356e-05	201.906	-15.6409	0.0100173	0.000100665	199.021
72	82	0.0454501207691908	-0.0454304721990161	0.0647390357846089	-0.0641456961650615	0.0224658285464036	-0.00054096532026974	4.50087824776305e-05	0.0331208987059354	-0.000453242411391819	4.44670770805358e-05	0	82	82	0.994250689609172	-0.00100173965067518	0.00142187114992076	0.0193273227996827	5.42524927657304e-05	-7.43714097850706e-05	0.0131432636378691	-44.9999185457771	-45.0000903077207	1000000	986994	13006	100	98.6994	1.3006	1.3006	0.950	-0.211	0.228	-14.0333	0.0100935	9.90863e-05	203.731	-16.1589	0.00996096	9.96688e-05	199.881
73	83	0.0462669170220625	-0.0444579266899575	0.063974563586411	-0.0647118948370462	0.02109889346717	0.000542249611846662	-3.21763311708356e-05	0.0300618038064425	-0.000183950898228478	0.000607149201941062	0	83	83	0.99118260919927	0.000896976137496008	-0.00458677757188963	0.0193650107986902	1.58019700246103e-05	1.20241684641934e-05	0.0133110081016258	-44.999639276067	-45.0001091714525	1000000	987787	12213	100	98.7787	1.2213	1.2213	0.953	-0.205	0.222	-13.4879	0.010048	9.99164e-05	201.128	-15.5076	0.0101259	0.000100287	201.939
74	84	0.047765734256242	-0.0465348955712932	0.065954630425837	-0.0636965904193065	0.0213959013464006	-0.000513551066299077	0.000449850912884978	0.0336842356494073	0.000237362697492381	-0.00016563154391136	0	84	84	0.995807749368158	-0.00123348525059214	-0.00133626978842649	0.0176866381848476	-0.000248849299128131	0.000169915114719234	0.0130340982267226	-45.0001348810099	-45.0000602967794	1000000	987759	12241	100	98.7759	1.2241	1.2241	0.954	-0.205	0.220	-14.7422	0.0100043	0.000100698	198.699	-13.0835	0.00992311	0.000100162	198.142
75	85	0.0458006695429282	-0.0471896066804178	0.063446653103607	-0.06270100183397	0.0229054555826245	-0.000215768721959511	-4.81678274525041e-05	0.0316284368111523	-0.000284038796204204	0.000536825558513691	0	85	85	0.993995451921105	0.000366379981965703	0.0019988831652622	0.018954308501317	-4.60063839165144e-05	0.000261324189640554	0.012819481116872	-45.0000134933951	-44.9998263476853	1000000	987894	12106	100	98.7894	1.2106	1.2106	0.954	-0.202	0.222	-15.4021	0.010077	9.907e-05	203.433	-14.8714	0.00998213	9.8595e-05	202.487
76	86	0.0459578047288651	-0.0443641668301645	0.064380733828549	-0.0655058521245167	0.0217913609150125	-0.000177562397561584	0.000156884174994994	0.0325891144975371	-2.80113780490657e-06	-0.000432079267240044	0	86	86	0.992125421780104	-0.00169230693326322	0.00449873179930194	0.0178727630417141	0.000347360845687227	5.31686702573766e-05	0.012946658451456	-44.9997951944007	-45.0002051401396	1000000	988146	11854	100	98.8146	1.1854	1.1854	0.955	-0.194	0.226	-14.4242	0.0099558	0.000100326	198.469	-15.1056	0.0100245	0.000100563	199.368
77	87	0.0455690820807285	-0.04616054208487	0.0667922669711128	-0.0633694036803103	0.0232899380612254	0.000644483310810184	-0.000134421254002433	0.033046658838902	0.00117051705593318	8.33810176572164e-05	0	87	87	0.993194634606199	-0.000775822408356386	0.00124491947283634	0.0181395028007762	-0.000150925191280994	-0.000102242619486853	0.0129776237804102	-44.9998278664594	-44.9999741883234	1000000	988461	11539	100	98.8461	1.1539	1.1539	0.956	-0.186	0.227	-14.6046	0.010054	0.000100004	201.073	-15.6927	0.00996833	0.000100488	198.399
78	88	0.0441616170331953	-0.0453446811141757	0.0634211835620785	-0.0672845694641442	0.0226543367727526	0.000236028585098313	0.000626093127775687	0.0341943315510553	0.000587183523248287	0.000170533094387186	0	88	88	0.9954175079487	0.000169488777728322	0.00889756148770537	0.0186550587227295	0.000373327636350144	0.000348121852387476	0.0122379597140848	-44.9999779430675	-45.0000692165121	1000000	989019	10981	100	98.9019	1.0981	1.0981	0.958	-0.176	0.227	-14.5735	0.0100397	9.98627e-05	201.07	-14.147	0.0100243	9.98195e-05	200.85
79	89	0.0457635461688854	-0.0448223109149179	0.0666931314439057	-0.064051923718079	0.0225255989435795	-0.000576086988701896	0.000132991162523521	0.0327079919214288	0.000364257181526998	0.000575467640803871	0	89	89	0.993002239002594	-0.000272352933632092	0.000731130128463597	0.0183466747008366	0.000457267122621374	8.79350141733889e-05	0.0133678677528825	-44.9996595439122	-45.0000921609915	1000000	989465	10535	100	98.9465	1.0535	1.0535	0.960	-0.167	0.226	-16.1985	0.0100447	9.97536e-05	201.39	-14.5145	0.00990438	0.000100054	197.98
80	90	0.0457054563691235	-0.0455095464922797	0.0668219691825959	-0.0674203290946771	0.0231566099462366	0.000790716869770551	-9.05171290769696e-05	0.0327699742319895	-0.000671702775607998	0.000149173868693661	0	90	90	0.994060539321397	-0.000555563286715077	0.00886836692758564	0.0188094899107394	0.000220682108986516	0.000242072734358854	0.0130336407614344	-45.0000035499958	-44.9998615103807	1000000	989870	10130	100	98.987	1.013	1.013	0.961	-0.159	0.225	-14.1749	0.00991836	9.96047e-05	199.154	-14.107	0.00999682	0.000100389	199.161
81	91	0.0456046008781913	-0.0458667730934753	0.0649433986683558	-0.0649981719320269	0.0225435926867187	-0.000772045450522906	-0.000241355065111387	0.0328403474756284	-0.000147189899328826	0.000260923156678985	0	91	91	0.994602326779262	-9.30345422321399e-05	-0.0117877767677836	0.0186353667370564	0.000146313790527401	-0.000212658935563298	0.011893683652433	-45.0002237922907	-45.0000114050826	1000000	990524	9476	100	99.0524	0.9476	0.9476	0.963	-0.150	0.223	-13.6008	0.0101443	9.87389e-05	205.477	-13.8595	0.0100702	0.000100456	200.489
82	92	0.0456860299086252	-0.0458304638225277	0.0636675399321963	-0.0648188751968686	0.0214448477175842	-0.00059630156651598	-0.000225848502778854	0.0328500141692836	0.000332286295848676	-0.000959568193954617	0	92	92	0.997193249237114	0.000364544549404378	0.00376779941802585	0.0191666641418177	-7.19550814154146e-05	0.000133512629462554	0.0132283243707664	-44.999854283631	-44.999840504597	1000000	991014	8986	100	99.1014	0.8986	0.8986	0.965	-0.142	0.220	-15.334	0.00993688	0.000100583	197.586	-17.4755	0.0100394	9.98602e-05	201.069
83	93	0.0458899828956208	-0.0459842096535134	0.0633788653659111	-0.0659146133932662	0.0227229634569732	-0.000198951777815511	0.000480935016318872	0.0317177889303452	0.000607074151314429	0.000133162780829726	0	93	93	0.991627874067047	-0.000592185325716088	-0.00152226158579527	0.0196157607322628	0.000465981299923699	-0.000225889736184117	0.0130071087752223	-45.0002278384879	-45.0000926716088	1000000	991658	8342	100	99.1658	0.8342	0.8342	0.967	-0.134	0.218	-12.5988	0.00987043	9.99106e-05	197.585	-13.9769	0.0100076	9.91369e-05	201.895
84	94	0.0459531195794258	-0.0464630483398044	0.0631111586890487	-0.0649226965877272	0.0224353128053155	0.000144623842426743	0.00011236602387129	0.0311896027204353	0.000162245318359618	-0.000115236955521091	0	94	94	0.992607750923819	9.47285294533029e-05	-0.00328039497595478	0.0179665701624745	-5.85619197524881e-05	-6.15227915656859e-05	0.0125692201755065	-44.9998281068089	-45.0000986994809	1000000	991901	8099	100	99.1901	0.8099	0.8099	0.969	-0.126	0.214	-13.3736	0.00995488	9.94572e-05	200.184	-13.3402	0.0100979	0.000100097	201.762
85	95	0.0443483812173669	-0.044411959135141	0.0652653158296021	-0.0629639596348479	0.0226218888726055	0.000497371554085453	0.000155284454060683	0.0287249528294419	0.000439872035827847	0.000757703034505425	0	95	95	0.988105967955519	0.00021386914555277	0.00210103255709537	0.0187188401335092	0.000154925352846166	0.000100299327974347	0.012243495526396	-44.9998546670505	-45.0000350721909	1000000	992371	7629	100	99.2371	0.7629	0.7629	0.970	-0.119	0.210	-15.5977	0.00991524	0.000102262	193.918	-15.0005	0.00985333	9.93382e-05	198.38
