sep=	
P0	source_photonEnergy	M1_outgoingMaxF_X	M1_outgoingMinF_X	M1_outgoingMaxF_Z	M1_outgoingMinF_Z	M1_intensityH_width_X	M1_intensityH_centerWidth_X	M1_intensityH_centerMass_X	M1_intensityH_width_Z	M1_intensityH_centerWidth_Z	M1_intensityH_centerMass_Z	M1_energyH_width	M1_energyH_centerWidth	M1_energyH_centerMass	M1_pathlengthH_width	M1_pathlengthH_centerWidth	M1_pathlengthH_centerMass	M1_phi_width	M1_phi_centerWidth	M1_phi_centerMass	M1_psi_width	M1_psi_centerWidth	M1_psi_centerMass	M1_incoming_NO	M1_absorbed_NO	M1_outgoing_NO	M1_incoming_R	M1_absorbed_R	M1_outgoing_R	M1_efficiency	M1_S1S0	M1_S2S0	M1_S3S0	M1_focus_horizontal_z0	M1_focus_horizontal_width	M1_focus_horizontal_theta	M1_focus_horizontal_depth	M1_focus_vertical_z0	M1_focus_vertical_width	M1_focus_vertical_theta	M1_focus_vertical_depth
10	20	0.0437022172792137	-0.0461634666205852	0.0923342378058939	-0.0918571167424631	0.0233936555060516	-0.000100771079721756	2.19051909636919e-05	0.0476805809100839	1.13574050614462e-05	0.000664645745568945	0	20	20	0.99819663768911	0.00012911460160997	0.00209854281349298	0.0269145013497848	0.000223435687465466	-0.000366992539263498	0.0133184388860919	-59.9999706814254	-59.9998819876947	1000000	782315	217685	100	78.2315	21.7685	21.7685	0.695	-0.708	0.121	-15.1305	0.00998642	9.99083e-05	199.912	-15.122	0.0100151	0.000100053	200.198
11	21	0.0452614412092709	-0.0433062219142547	0.0895426098619073	-0.0923897828963915	0.0233242945104402	-7.41906896572324e-05	-0.000257859580878775	0.0478231040695307	0.000138110206371288	0.000813228825982004	0	21	21	0.99823947560106	-7.01600117529733e-05	-0.00079624968650549	0.026574043490435	6.82361843457845e-05	0.000281718972654277	0.0134206732908129	-60.0000658217101	-60.0001960102045	1000000	756893	243107	100	75.6893	24.3107	24.3107	0.651	-0.751	0.106	-14.6336	0.00998143	9.96703e-05	200.289	-15.0724	0.00998812	9.99989e-05	199.765
12	22	0.0461414928762724	-0.0460775574952488	0.0889704988432441	-0.0912229969523011	0.0235462049652937	-3.39758163360165e-05	-0.000320672868804717	0.0473589779205658	7.66303131422355e-06	-0.000418901389908022	0	22	22	0.998703553457139	0.000481811732246928	0.000508587776746339	0.0272157852080818	-1.36518365370375e-05	-0.000361339691260579	0.0134500320647637	-60.0000141873672	-60.0002058315071	1000000	730948	269052	100	73.0948	26.9052	26.9052	0.600	-0.791	0.122	-14.7968	0.0100023	0.000100013	200.021	-14.9688	0.00999614	0.000100101	199.72
13	23	0.0459951671079116	-0.0462014615451426	0.0903799859829105	-0.0920330540597859	0.0238775389459697	-0.000116598475299871	0.000177865733086154	0.0468805525889409	6.69232192961715e-05	-0.000301333146949648	0	23	23	0.999466515908419	-0.000566954555000332	-0.000887772407773824	0.0265678977817193	-2.94588460304432e-07	-0.000213886003656211	0.0132642493413332	-60.0000327280353	-60.0000141470253	1000000	713756	286244	100	71.3756	28.6244	28.6244	0.556	-0.815	0.165	-15.2008	0.00999075	0.0001001	199.615	-15.1674	0.00998075	0.000100046	199.523
14	24	0.0452759732043467	-0.0443533981133368	0.0864975469396181	-0.0922419030212508	0.0238294783389917	9.58080590243889e-06	-0.000342440645739267	0.0471094969223197	0.000108307792038236	-0.000636336536441184	0	24	24	0.997107944354839	-0.000161348985648957	0.00496008396962755	0.0270953290114387	3.83216006030213e-05	0.000314931354915102	0.0134593463954068	-60.0000417753745	-60.000124042176	1000000	721617	278383	100	72.1617	27.8383	27.8383	0.538	-0.806	0.244	-15.0439	0.0100156	0.000100179	199.954	-14.9415	0.00999526	9.98978e-05	200.11
15	25	0.0474730104339547	-0.0432551657350702	0.0908927508016859	-0.0913863712061829	0.0238886044708102	-3.90690607354281e-05	0.000157911419043887	0.0470942325253325	-0.000132163108517651	0.000179678674212994	0	25	25	0.997653422745553	-4.60835738129717e-05	-0.00168595397039617	0.0266416817919367	-0.000158482843389504	-0.000134525907717079	0.0134447352189732	-59.9999865083504	-59.9999086203352	1000000	740146	259854	100	74.0146	25.9854	25.9854	0.529	-0.781	0.332	-14.748	0.0100093	9.98351e-05	200.516	-15.2153	0.00997177	9.99129e-05	199.609
16	26	0.0463741120748731	-0.0458259147091814	0.0893086266285317	-0.0908166523289779	0.0235363344497691	0.000121440979589349	-0.000266798266689898	0.0466763987659395	9.2953628480618e-05	-0.000734639511962926	0	26	26	0.999211132819807	-0.000212060910113721	0.00112291809012355	0.0268071340881387	9.08410023090396e-05	-1.00887533972735e-05	0.0135302458414664	-59.9999302321329	-60.0002139080719	1000000	750751	249249	100	75.0751	24.9249	24.9249	0.554	-0.774	0.308	-15.1838	0.0100197	0.000100179	200.037	-15.1738	0.00997704	0.000100238	199.067
17	27	0.0454482019639527	-0.0452317929521043	0.093962161135059	-0.0930762180769189	0.0236590566095246	-0.00014409994622556	-0.000379073847139581	0.0475864518758172	6.2667658618891e-06	-0.00030298540130598	0	27	27	0.998165663210401	0.000286618018970841	-0.000341568930509517	0.0266936966298329	-2.44480718334696e-06	0.000455948457831271	0.013608297141137	-60.0000580178295	-60.000226252189	1000000	761743	238257	100	76.1743	23.8257	23.8257	0.558	-0.758	0.338	-14.7703	0.0100089	0.000100008	200.163	-14.6512	0.00999626	0.000100229	199.468
18	28	0.0452711301586742	-0.0469049351762168	0.0916539558768198	-0.0888981394299714	0.0237569485258962	-7.10217215268358e-05	0.000268213898350231	0.0479505585115305	-5.01151829066827e-05	-2.55023278786515e-05	0	28	28	0.997155919719009	0.000102463165435163	0.00388188087899177	0.0269390143452422	-0.000105161692153124	0.000309915303989994	0.0135006753828622	-59.9999471591575	-59.9998376435102	1000000	766251	233749	100	76.6251	23.3749	23.3749	0.571	-0.754	0.325	-14.8903	0.010038	9.99861e-05	200.787	-14.8389	0.00999616	0.000100042	199.839
19	29	0.0456310699498728	-0.0460512790326207	0.0918676372686341	-0.0902557987199661	0.0238151551563862	-3.72875751641737e-06	1.50274741792661e-06	0.0478282977987604	5.94378097310347e-05	-0.00034145970912991	0	29	29	0.998147523095775	-0.000204464167393503	0.00361600368801529	0.0267460730721681	-4.07250073214717e-05	-0.000362368827930629	0.0135113634059116	-59.9999741581931	-60.0000720928964	1000000	770526	229474	100	77.0526	22.9474	22.9474	0.573	-0.748	0.334	-14.8646	0.00997348	9.99235e-05	199.622	-15.0164	0.0100111	0.000100146	199.93
20	30	0.0458150847289054	-0.0450750687216446	0.0918882803648867	-0.0912266563704606	0.0239801480122524	-5.90010180666865e-06	0.000155022630919974	0.0474418039438715	2.94059806484406e-05	4.0423568799422e-05	0	30	30	0.997858795917421	4.60138791249509e-05	0.00121074966178281	0.0268139852609214	3.49624303765481e-05	0.000114193074262858	0.0132861765103126	-59.999964403315	-59.9999637967313	1000000	759200	240800	100	75.92	24.08	24.08	0.529	-0.754	0.390	-14.6386	0.0100253	0.000100247	200.012	-14.682	0.0100066	9.96501e-05	200.834
21	31	0.0465138984809643	-0.0448448436413598	0.0928798456466518	-0.0894751387297305	0.0236792303938594	-6.25120974313467e-05	-0.000231425441522326	0.0474631956983846	0.000180144109492381	-0.00013227460427262	0	31	31	0.996705903416599	0.000499503518246125	2.71797483248903e-05	0.0266631750633065	-2.57344047052237e-05	0.000246005340740638	0.0135678086729751	-59.9999763147213	-59.9999514369201	1000000	743780	256220	100	74.378	25.622	25.622	0.500	-0.766	0.404	-14.7414	0.0100089	9.99794e-05	200.22	-14.971	0.00999545	0.000100209	199.493
22	32	0.0454585145153553	-0.0451265628429924	0.09149189472931	-0.0926667698248693	0.0236059036323223	-4.47350584788387e-05	-0.000229185755179329	0.0482538507435677	0.000162605069217173	-0.000336580733764177	0	32	32	0.998777127317796	-0.00017071422416487	0.00275561563855842	0.0266897758716632	-3.08150097356984e-05	-0.000283241133942201	0.0134129454474111	-60.000005287519	-59.9998848074866	1000000	729517	270483	100	72.9517	27.0483	27.0483	0.468	-0.769	0.436	-15	0.0100114	9.99634e-05	200.301	-14.8285	0.0100079	0.000100063	200.031
23	33	0.0460937920033897	-0.0474115987867574	0.0937655692367593	-0.0847876762200147	0.0237055587990152	-1.30551668098867e-05	-0.000229495140609298	0.047632536228273	-5.78568947430524e-06	0.000425852940331831	0	33	33	0.998358255825873	0.000218353432334728	-0.00308602459243623	0.0265085120449767	-4.28170158897276e-06	6.04026506021635e-05	0.0134075998414035	-60.0000011342124	-60.0000087007156	1000000	732006	267994	100	73.2006	26.7994	26.7994	0.457	-0.755	0.470	-15.0663	0.0100076	0.000100223	199.706	-15.1223	0.00997751	9.99085e-05	199.733
24	34	0.0464681705005755	-0.0465988076995438	0.0946540345250713	-0.0902157190579641	0.0235862805789205	5.0967740387332e-05	-0.000425103316545251	0.0473587350924585	-0.00010809149697031	-0.000327223490811199	0	34	34	0.997957132962114	2.08577680894662e-05	-0.00583686221322111	0.0266424686343495	0.000108667912570784	-0.000404960514169973	0.0136123997325961	-59.9999855420189	-60.0001896422012	1000000	735734	264266	100	73.5734	26.4266	26.4266	0.449	-0.743	0.496	-14.9191	0.0100081	9.98292e-05	200.504	-15.1663	0.00997954	9.9906e-05	199.779
25	35	0.0461557201698863	-0.0463101051012982	0.0904419069418976	-0.0919572346156841	0.0237983249280556	6.28837872213017e-06	-2.34967421482851e-06	0.0474399376355926	-5.61541222513472e-05	0.000811688234027955	0	35	35	0.997149008329442	-3.14528824419957e-05	-0.00373999318357221	0.0266082496047269	3.79212003755892e-05	0.000500392298057782	0.0133295667795796	-60.0000118437103	-59.9999513752887	1000000	740155	259845	100	74.0155	25.9845	25.9845	0.443	-0.731	0.520	-15.3588	0.0100093	0.000100242	199.705	-15.529	0.00998894	9.99366e-05	199.906
26	36	0.0480905285648299	-0.0432876945301343	0.0898841894716933	-0.0943692239763877	0.0238674179853885	8.59741900676569e-05	-0.000419780673993404	0.0473650753209987	8.28261627645981e-05	-0.000478195747049839	0	36	36	0.99876006327533	-0.000212613187654087	0.00154515614296002	0.0265849923983815	-0.000102284057106387	-0.000371512346621194	0.0134114677245559	-59.9999303840065	-59.9998285851723	1000000	745215	254785	100	74.5215	25.4785	25.4785	0.438	-0.717	0.542	-15.0506	0.010006	0.000100026	200.068	-15.3281	0.0100022	0.000100209	199.626
27	37	0.0460053653649593	-0.0454184772838704	0.0913205438247022	-0.0967310078346902	0.0236828337191272	8.12698957067814e-05	8.37520490995503e-05	0.0471639673831149	8.11999339051447e-05	0.000625494058859449	0	37	37	0.997604967455594	9.93140758455135e-05	-0.00204529258184394	0.0269037604799738	5.04800926773921e-05	-0.000327109816901205	0.0135236375116103	-59.9999667269414	-59.9999286209534	1000000	752627	247373	100	75.2627	24.7373	24.7373	0.436	-0.703	0.562	-14.8059	0.00999091	9.97788e-05	200.261	-15.018	0.010009	0.000100013	200.154
28	38	0.0441774232682322	-0.0448398189080179	0.094489010087688	-0.0912746024862839	0.023775840746727	-3.09517393590371e-06	0.000213431105020596	0.0476607665922028	0.000363489630180808	0.000745005145810648	0	38	38	0.999085084220795	0.000723817986608533	0.00175054607929415	0.0268789941851948	-0.000112425728408484	5.8031166930983e-05	0.0134444146138645	-60.0000134086997	-60.0002412646148	1000000	759686	240314	100	75.9686	24.0314	24.0314	0.436	-0.690	0.579	-14.9809	0.010007	0.000100236	199.669	-14.6786	0.0100001	9.99999e-05	200.003
29	39	0.0444269810509362	-0.0460443499258974	0.0906934807302392	-0.0893503629395584	0.0233276511561794	-3.01964952832759e-05	-0.000265018935128959	0.0479979918375022	-9.22370115358298e-05	-0.000769044346956932	0	39	39	0.998302201474805	-0.000213294679184906	0.000851806308205916	0.0262459145251954	-2.20966094815183e-05	-0.000218413491906107	0.0136126630128406	-59.999983814535	-60.0002135695372	1000000	765261	234739	100	76.5261	23.4739	23.4739	0.434	-0.678	0.594	-14.9442	0.00999058	9.99779e-05	199.856	-14.9998	0.00998438	0.000100143	199.403
30	40	0.0442699742209751	-0.0462699174348747	0.0891140817038438	-0.0949255184802554	0.0235821257803256	-5.83546103778282e-05	-0.000345327765500024	0.0477738566441113	-2.19746398875051e-05	-0.000855052472971574	0	40	40	0.996994572103634	-0.000174698804419504	0.000435728887358877	0.0265748435933602	9.90844830898417e-05	0.00037100779895051	0.0133553452517624	-59.9999671084003	-59.9998945842022	1000000	770624	229376	100	77.0624	22.9376	22.9376	0.433	-0.666	0.608	-15.3021	0.0099683	0.000100095	199.177	-14.9387	0.00999615	9.97908e-05	200.342
31	41	0.0428187867489092	-0.0446067892050156	0.0920325568360914	-0.0897073575803972	0.0236802337997228	0.000158423534600381	4.24810453795027e-05	0.0467841247385085	-5.89971800964359e-05	-0.000603053771182069	0	41	41	0.998261886688068	-0.000460057267677672	-0.000524597388841919	0.0268587500297889	-7.36829344380047e-05	0.000163698523933997	0.0135021618409748	-59.999916675007	-60.0001971940946	1000000	775289	224711	100	77.5289	22.4711	22.4711	0.431	-0.655	0.620	-15.155	0.010032	9.979e-05	201.061	-15.1108	0.00999007	0.000100049	199.703
32	42	0.0454431659560929	-0.0473499575399004	0.0934814871214285	-0.0941338244174202	0.0236602466132006	-3.97274283325862e-05	-0.000201210874178806	0.046843375218961	-0.000203238765102337	0.000685889585751387	0	42	42	0.998059442433242	0.000192600356685113	-0.00374094749628551	0.0270107972270401	-4.59490674562975e-05	0.000236508827401824	0.0135637872669894	-59.9999383840207	-59.9998349022177	1000000	780471	219529	100	78.0471	21.9529	21.9529	0.429	-0.645	0.632	-14.9454	0.00998596	9.97775e-05	200.165	-15.2452	0.00999786	0.000100049	199.859
33	43	0.0457619834831907	-0.0457285798245005	0.0887912243521696	-0.0906731177477118	0.0239141520854656	0.000177997751451973	-0.000261102267115745	0.0470540508375916	-1.33964371466788e-05	0.000791605635699202	0	43	43	0.997482820442859	-0.00020555246092463	0.00295695951386676	0.0266627844943603	-6.46368261421736e-05	0.000437602899936045	0.0136022743502979	-60.0000256505587	-59.9999895435317	1000000	783079	216921	100	78.3079	21.6921	21.6921	0.427	-0.635	0.644	-15.4324	0.0100032	9.96684e-05	200.729	-15.0862	0.01001	0.000100086	200.028
34	44	0.0458804497938057	-0.0453513319352455	0.0935276001121737	-0.0889852050380021	0.0236930686746431	1.3875827813755e-06	0.000250112731035541	0.0480765877880833	-4.81455547639668e-05	-0.000589094423466288	0	44	44	0.996928554526854	0.000189881656676438	0.00635845528651391	0.0268925895867103	-3.87874413330068e-05	-0.000373021135503082	0.0133304024054835	-59.9999984862038	-60.0001528472104	1000000	785555	214445	100	78.5555	21.4445	21.4445	0.423	-0.626	0.654	-15.0549	0.0100123	0.000100021	200.202	-15.3213	0.010021	0.000100101	200.217
35	45	0.0451749696551179	-0.0441719136432655	0.0903518684629218	-0.0921291772709597	0.0235567451133834	-6.93314280313315e-05	-5.42194913277158e-05	0.047771886180511	0.000120292493495055	0.0003229800001356	0	45	45	0.997462297868782	4.33338490350987e-05	-0.00561170151591028	0.0268478917492222	-5.88289328085842e-05	-0.000402085643821722	0.0134147672613497	-60.0000079915512	-60.000128136308	1000000	788508	211492	100	78.8508	21.1492	21.1492	0.418	-0.617	0.667	-14.7144	0.00997923	0.0001001	199.384	-15.0161	0.0100099	9.99789e-05	200.24
36	46	0.0453991069057356	-0.0449173245582618	0.0991730776534954	-0.0901714634465514	0.0235181851535179	3.88822780307916e-05	-0.000261691521793728	0.0475617434161719	1.06847951136246e-05	0.000238496868993923	0	46	46	0.997910138649242	-3.73693334385639e-05	0.00650292584593348	0.0269803301213088	0.000141133114542356	-3.17552312649114e-05	0.0135170947627437	-60.0001198756457	-59.9999983724934	1000000	791330	208670	100	79.133	20.867	20.867	0.414	-0.606	0.680	-15.1102	0.0100137	9.99863e-05	200.302	-15.1678	0.0100104	0.00010017	199.869
37	47	0.0455195551358013	-0.0461494032624897	0.0917971031656082	-0.0923916645912169	0.0237803961123393	3.89480203076137e-05	-8.05604363176074e-05	0.0470931120598904	0.000471919380376756	0.000449492200097129	0	47	47	0.996654570220595	0.000127884226670205	0.00370432622016548	0.0268576835014924	0.000131333680695492	0.000143799027016424	0.013362661379828	-60.0000022624125	-60.0001971151406	1000000	795546	204454	100	79.5546	20.4454	20.4454	0.411	-0.594	0.692	-14.9876	0.0100159	0.000100018	200.283	-14.6826	0.00998372	9.99454e-05	199.784
38	48	0.043581733199367	-0.0441377271705088	0.0931685519177946	-0.0917148169003496	0.0234290859559605	4.73037105745873e-06	0.000316908184157208	0.0476734619482831	-6.89370090720363e-05	-0.000361961168156497	0	48	48	0.998591563199519	0.000252409277714305	-0.00487204957409659	0.0272757178878027	0.00010927673944649	0.000352671947588076	0.0134922779643569	-60.0000452529148	-60.0000712644412	1000000	800854	199146	100	80.0854	19.9146	19.9146	0.408	-0.581	0.704	-15.099	0.010011	9.97924e-05	200.636	-15.1054	0.00999602	9.98461e-05	200.229
39	49	0.0463935645940377	-0.0454944895155319	0.087804707993953	-0.0932287306085105	0.0236505287654082	9.28587019296146e-05	0.000190841906733623	0.0469749576233654	0.0002976368305397	-0.000860549624589882	0	49	49	0.998735974520015	-7.41723453649978e-05	-0.00174450610809984	0.0269194234607834	6.20313678452965e-06	3.88610646145926e-05	0.0132289264523583	-59.9999676942594	-59.9998145437725	1000000	806301	193699	100	80.6301	19.3699	19.3699	0.407	-0.568	0.716	-14.8043	0.00998252	0.000100191	199.269	-15.1688	0.00999753	0.000100176	199.6
40	50	0.0442959800833938	-0.0458938545983752	0.0881692844004303	-0.0901361462358914	0.0238499578548992	-9.38211872480027e-05	-0.000196951832520519	0.0469062751222859	-6.21155760059527e-05	0.000466846519310185	0	50	50	0.997613637270728	0.000408953759870101	0.00492137197675124	0.0265718977555134	-2.86313098884008e-07	-0.000103226911722466	0.0135712371158823	-60.0000140779207	-59.9998628195118	1000000	814223	185777	100	81.4223	18.5777	18.5777	0.408	-0.553	0.726	-15.171	0.00999621	0.000100107	199.711	-14.837	0.00998384	0.000100067	199.542
41	51	0.0456444484183944	-0.0458454769260992	0.0898743026014739	-0.0880820973974983	0.0235537269508866	-8.32643282067582e-05	2.78307898629107e-05	0.047453017452221	0.000165500943247337	0.000799423924725498	0	51	51	0.99764811181774	-0.000447247602058609	0.000821556032587267	0.0269233705390131	-2.76310644558228e-05	0.000319919699140095	0.0134084867420615	-60.0000145582229	-60.0002026414766	1000000	822399	177601	100	82.2399	17.7601	17.7601	0.412	-0.540	0.734	-15.0618	0.00998756	0.000100011	199.73	-14.7093	0.00999571	0.000100079	199.756
42	52	0.0472338882007636	-0.0461920134382006	0.0924989812412838	-0.0939523669405423	0.0234320754926642	1.43290488166005e-06	-5.1401377985448e-05	0.0473502687043861	6.62826458440943e-05	0.000406070162570688	0	52	52	0.997497175214307	-0.000180154492694873	-0.000479737603405361	0.0269884954042504	5.00327702087078e-05	-0.000432024389883885	0.0135406364945668	-60.0000102302745	-59.9999153062249	1000000	827905	172095	100	82.7905	17.2095	17.2095	0.415	-0.530	0.740	-14.9901	0.00999782	0.000100078	199.801	-14.8735	0.0100146	0.000100066	200.16
43	53	0.0456936446555529	-0.0459357025799723	0.093902977051102	-0.0894522951520698	0.0234692028062691	-4.74478076054052e-06	0.000218791332847329	0.0470975419998021	-9.47417146286711e-05	-0.000785923941305861	0	53	53	0.998009476491173	0.00053343759925284	-0.000333305613628099	0.0267275680661109	0.000143214273785519	-0.000269328449362075	0.0134058323374212	-60.0000895911414	-60.0002449083475	1000000	834264	165736	100	83.4264	16.5736	16.5736	0.416	-0.520	0.746	-15.2845	0.00999396	0.000100064	199.752	-15.3381	0.00998995	9.99615e-05	199.876
44	54	0.0452402248131506	-0.0461560385763138	0.0935006349472077	-0.0906463516934965	0.0236097840206395	4.70332025214095e-05	0.000437672753178055	0.0471056169114254	-0.000175235411005965	-0.00081638232777298	0	54	54	0.997887953154441	-0.000549357366991743	-0.00227137021828749	0.0265972553443669	-0.000221651174804459	-1.9590744853977e-05	0.0133656108957482	-59.9999706385859	-59.9999191375908	1000000	839643	160357	100	83.9643	16.0357	16.0357	0.418	-0.511	0.751	-14.6773	0.00998267	9.96339e-05	200.387	-15.3794	0.00998479	9.99455e-05	199.805
45	55	0.0459188602344322	-0.0443863038408236	0.0916991658549507	-0.0896236648033395	0.0238599341512052	3.02814896238623e-05	-3.35995654837593e-05	0.0479896474305793	1.77335117894847e-05	-0.000625737723203582	0	55	55	0.997423683041362	-0.000567667450869502	0.00025296213598125	0.0266537308186237	1.97587512045343e-05	0.000444728662142818	0.0132902942875415	-59.9999230310158	-59.9997625972912	1000000	844750	155250	100	84.475	15.525	15.525	0.421	-0.503	0.755	-14.9873	0.0100272	9.9928e-05	200.689	-14.6301	0.010015	0.000100096	200.107
46	56	0.0454830256944147	-0.0461274448467327	0.0908569091679466	-0.0923306351202473	0.02394106431796	-0.000187188556644119	0.000183097461363892	0.0469321406352107	-0.000117462015903368	0.000633666959321669	0	56	56	0.998254574988283	0.000720550672746068	0.00355650507074134	0.0265716218149651	8.39277476826234e-05	0.000190063763628741	0.0133537054310587	-59.9999944102831	-60.0000975451089	1000000	847940	152060	100	84.794	15.206	15.206	0.423	-0.497	0.757	-14.924	0.00997596	9.97919e-05	199.935	-14.9446	0.0100109	9.97872e-05	200.646
